Energy Num_Lines PIGE_Energy PIGE_Counts
1681 1 844 8.57958670304993E-04
1681.05 1 844 8.95887588893609E-04
1681.1 1 844 9.35992463669723E-04
1681.15 1 844 9.78479336336424E-04
1681.2 1 844 1.02358773883016E-03
1681.25 1 844 1.07159546846418E-03
1681.3 1 844 1.12282772362173E-03
1681.35 1 844 1.17766977055487E-03
1681.4 1 844 1.23658063610685E-03
1681.45 1 844 1.30011183283232E-03
1681.5 1 844 1.36894003128363E-03
1681.55 1 844 1.44390165621931E-03
1681.6 1 844 1.52604052877139E-03
1681.65 1 844 1.61667155067158E-03
1681.7 1 844 1.71747396021892E-03
1681.75 1 844 1.83060914164311E-03
1681.8 1 844 1.95888715433144E-03
1681.85 1 844 2.10599252438818E-03
1681.9 1 844 2.27679559593271E-03
1681.95 1 844 2.47778055991606E-03
1682 1 844 2.71762905998682E-03
1682.05 1 844 3.0080122770876E-03
1682.1 1 844 3.36464927557613E-03
1682.15 1 844 3.80869404246582E-03
1682.2 1 844 4.36850421877385E-03
1682.25 1 844 5.08180855133089E-03
1682.3 1 844 5.99820501832149E-03
1682.35 1 844 7.18175123086341E-03
1682.4 1 844 8.71311808312828E-03
1682.45 1 844 1.06903683973342E-02
1682.5 1 844 1.32269969693815E-02
1682.55 1 844 1.64456881040004E-02
1682.6 1 844 2.04666842781701E-02
1682.65 1 844 2.53909837474017E-02
1682.7 1 844 3.12806465682129E-02
1682.75 1 844 3.81405482685938E-02
1682.8 1 844 4.59068846660074E-02
1682.85 1 844 5.44467718263319E-02
1682.9 1 844 6.35704522435656E-02
1682.95 1 844 7.30539517863207E-02
1683 1 844 8.26670169894774E-02
1683.05 1 844 0.092199882380901
1683.1 1 844 0.10148289719693
1683.15 1 844 0.11039382075968
1683.2 1 844 0.118844644579958
1683.25 1 844 0.126741105812552
1683.3 1 844 0.133969538798018
1683.35 1 844 0.140467103562071
1683.4 1 844 0.146233695409644
1683.45 1 844 0.151302984436164
1683.5 1 844 0.155721864204556
1683.55 1 844 0.159542721242542
1683.6 1 844 0.162819957786095
1683.65 1 844 0.165607960028785
1683.7 1 844 0.1679598102015
1683.75 1 844 0.16992615813746
1683.8 1 844 0.171554577301417
1683.85 1 844 0.172889280065775
1683.9 1 844 0.173970777845853
1683.95 1 844 0.174835729798966
1684 1 844 0.175517052919766
1684.05 1 844 0.176044024880809
1684.1 1 844 0.176442403391957
1684.15 1 844 0.17673465796589
1684.2 1 844 0.176940194210847
1684.25 1 844 0.177075615152826
1684.3 1 844 0.177155003215943
1684.35 1 844 0.177190191631651
1684.4 1 844 0.177191033897109
1684.45 1 844 0.177165648724052
1684.5 1 844 0.177120666057995
1684.55 1 844 0.177061446919166
1684.6 1 844 0.17699226917909
1684.65 1 844 0.176916509317361
1684.7 1 844 0.176836815899075
1684.75 1 844 0.176755222962497
1684.8 1 844 0.176673288446234
1684.85 1 844 0.176592172265281
1684.9 1 844 0.17651271910571
1684.95 1 844 0.176435519153279
1685 1 844 0.176360970346633
1685.05 1 844 0.176289339186966
1685.1 1 844 0.176220788396081
1685.15 1 844 0.176155387591158
1685.2 1 844 0.176093136016582
1685.25 1 844 0.176033999441685
1685.3 1 844 0.175977917181033
1685.35 1 844 0.175924803548567
1685.4 1 844 0.175874553357683
1685.45 1 844 0.175827053485551
1685.5 1 844 0.175782195590016
1685.55 1 844 0.175739859999536
1685.6 1 844 0.175699927537371
1685.65 1 844 0.175662291606392
1685.7 1 844 0.175626838689463
1685.75 1 844 0.17559345461951
1685.8 1 844 0.175562038048212
1685.85 1 844 0.175532493375357
1685.9 1 844 0.175504720676601
1685.95 1 844 0.175478631670814
1686 1 844 0.175454137574497
1686.05 1 844 0.175431149918169
1686.1 1 844 0.175409593386361
1686.15 1 844 0.175389389947787
1686.2 1 844 0.175370470636794
1686.25 1 844 0.175352770394083
1686.3 1 844 0.175336220550259
1686.35 1 844 0.175320760352039
1686.4 1 844 0.175306329828078
1686.45 1 844 0.175292872688816
1686.5 1 844 0.175280337917598
1686.55 1 844 0.175268673637523
1686.6 1 844 0.175257836323242
1686.65 1 844 0.175247781629075
1686.7 1 844 0.17523846485532
1686.75 1 844 0.175229846565053
1686.8 1 844 0.17522188615846
1686.85 1 844 0.175214549044116
1686.9 1 844 0.175207798015548
1686.95 1 844 0.175201603319989
1687 1 844 0.175195933081893
1687.05 1 844 0.175190757234232
1687.1 1 844 0.175186046121358
1687.15 1 844 0.175181771657073
1687.2 1 844 0.175177908434303
1687.25 1 844 0.175174428414915
1687.3 1 844 0.175171306345977
1687.35 1 844 0.175168514291434
1687.4 1 844 0.175166024306998
1687.45 1 844 0.175163803786552
1687.5 1 844 0.175161819897383
1687.55 1 844 0.175160036856129
1687.6 1 844 0.175158413691248
1687.65 1 844 0.175156903238076
1687.7 1 844 0.175155456751307
1687.75 1 844 0.175154023597875
1687.8 1 844 0.175152555669355
1687.85 1 844 0.175151011315913
1687.9 1 844 0.175149358920949
1687.95 1 844 0.175147572926027
1688 1 844 0.175145639843224
