Energy Num_Lines PIGE_Energy PIGE_Counts
1681 1 844 1.21688197228329E-03
1681.05 1 844 1.30673541265033E-03
1681.1 1 844 1.40710437791008E-03
1681.15 1 844 1.51957449449673E-03
1681.2 1 844 1.64598669632407E-03
1681.25 1 844 1.78848165606435E-03
1681.3 1 844 1.94954799162583E-03
1681.35 1 844 2.13207683473733E-03
1681.4 1 844 2.33942409359324E-03
1681.45 1 844 2.57548380147511E-03
1681.5 1 844 2.84476799194428E-03
1681.55 1 844 3.15249862182417E-03
1681.6 1 844 3.50470568643154E-03
1681.65 1 844 3.9083369736491E-03
1681.7 1 844 4.3713710223871E-03
1681.75 1 844 4.90293781603877E-03
1681.8 1 844 5.51343511536637E-03
1681.85 1 844 6.21464294264458E-03
1681.9 1 844 7.01981922721035E-03
1681.95 1 844 7.94377613951781E-03
1682 1 844 9.00291450157222E-03
1682.05 1 844 1.02152126464504E-02
1682.1 1 844 1.16001421804356E-02
1682.15 1 844 1.31785055807189E-02
1682.2 1 844 1.49721662268522E-02
1682.25 1 844 1.70036688319719E-02
1682.3 1 844 1.92957251086733E-02
1682.35 1 844 2.18705729915937E-02
1682.4 1 844 2.47491967803655E-02
1682.45 1 844 0.027950435427124
1682.5 1 844 3.14899868554581E-02
1682.55 1 844 3.53793605649062E-02
1682.6 1 844 3.96248102382281E-02
1682.65 1 844 4.42263227610601E-02
1682.7 1 844 4.91767134525466E-02
1682.75 1 844 5.44609167166589E-02
1682.8 1 844 6.00555233669871E-02
1682.85 1 844 0.065928645340038
1682.9 1 844 7.20401363125018E-02
1682.95 1 844 7.83422153385562E-02
1683 1 844 8.47804761949021E-02
1683.05 1 844 9.12952774847203E-02
1683.1 1 844 9.78234394035818E-02
1683.15 1 844 0.104300188524428
1683.2 1 844 0.110661228738538
1683.25 1 844 0.116844845355879
1683.3 1 844 0.122793901239945
1683.35 1 844 0.128457632480887
1683.4 1 844 0.133793121149011
1683.45 1 844 0.138766389923966
1683.5 1 844 0.143353046720338
1683.55 1 844 0.147538484800418
1683.6 1 844 0.15131762977853
1683.65 1 844 0.154694300421394
1683.7 1 844 0.157680227199446
1683.75 1 844 0.160293836212407
1683.8 1 844 0.162558867266326
1683.85 1 844 0.164502942886124
1683.9 1 844 0.166156150206562
1683.95 1 844 0.167549733013058
1684 1 844 0.16871492611079
1684.05 1 844 0.169681994064159
1684.1 1 844 0.170479468986032
1684.15 1 844 0.171133613956134
1684.2 1 844 0.17166807551146
1684.25 1 844 0.172103727249286
1684.3 1 844 0.172458650623769
1684.35 1 844 0.172748245162118
1684.4 1 844 0.17298541090413
1684.45 1 844 0.173180797706148
1684.5 1 844 0.173343070544074
1684.55 1 844 0.173479194397965
1684.6 1 844 0.173594697914825
1684.65 1 844 0.173693929547255
1684.7 1 844 0.173780274671938
1684.75 1 844 0.173856355289492
1684.8 1 844 0.173924187150107
1684.85 1 844 0.173985320546226
1684.9 1 844 0.174040942819449
1684.95 1 844 0.17409197056445
1685 1 844 0.174139110511649
1685.05 1 844 0.174182917058618
1685.1 1 844 0.174223825062298
1685.15 1 844 0.17426218505606
1685.2 1 844 0.174298278775688
1685.25 1 844 0.174332341134504
1685.3 1 844 0.174364565867612
1685.35 1 844 0.174395120088565
1685.4 1 844 0.174424144463463
1685.45 1 844 0.174451763946357
1685.5 1 844 0.174478086503627
1685.55 1 844 0.174503210040209
1685.6 1 844 0.174527220475241
1685.65 1 844 0.174550194486706
1685.7 1 844 0.174572201443398
1685.75 1 844 0.174593305275615
1685.8 1 844 0.174613561075975
1685.85 1 844 0.174633023219761
1685.9 1 844 0.174651737638112
1685.95 1 844 0.174669749361171
1686 1 844 0.174687097622675
1686.05 1 844 0.174703820345984
1686.1 1 844 0.174719950333546
1686.15 1 844 0.174735521020644
1686.2 1 844 0.174750559428275
1686.25 1 844 0.17476509453943
1686.3 1 844 0.174779149855658
1686.35 1 844 0.174792749723489
1686.4 1 844 0.174805915060213
1686.45 1 844 0.174818666136802
1686.5 1 844 0.174831021397483
1686.55 1 844 0.174842998343383
1686.6 1 844 0.174854612251496
1686.65 1 844 0.17486587884858
1686.7 1 844 0.174876810305467
1686.75 1 844 0.174887420765615
1686.8 1 844 0.174897719461
1686.85 1 844 0.174907718827262
1686.9 1 844 0.17491742588955
1686.95 1 844 0.17492685052737
1687 1 844 0.174935998258191
1687.05 1 844 0.174944876072856
1687.1 1 844 0.174953487971038
1687.15 1 844 0.174961838120052
1687.2 1 844 0.174969928537448
1687.25 1 844 0.17497776128874
1687.3 1 844 0.174985335607488
1687.35 1 844 0.174992651874527
1687.4 1 844 0.174999707013912
1687.45 1 844 0.17500649905765
1687.5 1 844 0.175013023693009
1687.55 1 844 0.175019277063375
1687.6 1 844 0.17502525347739
1687.65 1 844 0.175030948796159
1687.7 1 844 0.175036356564336
1687.75 1 844 0.1750414729411
1687.8 1 844 0.175046292701911
1687.85 1 844 0.175050813037252
1687.9 1 844 0.175055030877817
1687.95 1 844 0.175058946457057
1688 1 844 0.175062559615183
