Energy Num_Lines PIGE_Energy PIGE_Counts
1683.3 1 844 36.8874157192476
1685.3 1 844 36.8872081864936
1687.3 1 844 36.8873655838142
1689.3 1 844 36.8874244900812
1691.3 1 844 36.8873555571403
1693.3 1 844 36.8874018734098
1695.3 1 844 36.8872128020677
1697.3 1 844 36.8874013944765
1699.3 1 844 36.8874210871837
1701.3 1 844 36.8873448482222
1703.3 1 844 36.887433040761
1705.3 1 844 36.8872928717129
1707.3 1 844 36.8873860884751
1709.3 1 844 36.8874726018081
1711.3 1 844 36.8872869212665
1713.3 1 844 36.8874851675038
1715.3 1 844 36.8872953556187
1717.3 1 844 36.8873820355944
1719.3 1 844 36.8874609058464
1721.3 1 844 36.8872974710711
1723.3 1 844 36.8874340463534
