Energy Num_Lines PIGE_Energy PIGE_Counts
1683.3 1 844 36.8871765102683
1685.3 1 844 36.8870456180262
1687.3 1 844 36.8871119404137
1689.3 1 844 36.8875232422082
1691.3 1 844 36.8875650504605
1693.3 1 844 36.8872301526763
1695.3 1 844 36.8870220732665
1697.3 1 844 36.887053448901
1699.3 1 844 36.8875025736062
1701.3 1 844 36.8875923566551
1703.3 1 844 36.8872662782467
1705.3 1 844 36.8870511314247
1707.3 1 844 36.8870001526451
1709.3 1 844 36.8874569547675
1711.3 1 844 36.8875789431345
1713.3 1 844 36.8872969447033
1715.3 1 844 36.8871125731454
1717.3 1 844 36.8869328792688
1719.3 1 844 36.887357753713
1721.3 1 844 36.8875592261702
1723.3 1 844 36.8873568291225
