Energy Num_Lines PIGE_Energy PIGE_Counts
1683.3 1 844 36.8873187218873
1685.3 1 844 36.8873187218852
1687.3 1 844 36.8873187218895
1689.3 1 844 36.8873187218857
1691.3 1 844 36.887318721889
1693.3 1 844 36.8873187218868
1695.3 1 844 36.8873187218851
1697.3 1 844 36.8873187218891
1699.3 1 844 36.8873187218858
1701.3 1 844 36.8873187218885
1703.3 1 844 36.8873187218877
1705.3 1 844 36.8873187218845
1707.3 1 844 36.8873187218895
1709.3 1 844 36.8873187218861
1711.3 1 844 36.8873187218889
1713.3 1 844 36.8873187218863
1715.3 1 844 36.8873187218851
1717.3 1 844 36.88731872189
1719.3 1 844 36.8873187218864
1721.3 1 844 36.8873187218895
1723.3 1 844 36.8873187218868
