 1.00000000000000E+0003	 7.20743938859971E-0001
 1.00100000000000E+0003	 1.50685635409344E+0000
 1.00200000000000E+0003	 2.50081287335991E+0000
 1.00300000000000E+0003	 3.56942569766853E+0000
 1.00400000000000E+0003	 4.64802276767357E+0000
 1.00500000000000E+0003	 5.72136372569752E+0000
 1.00600000000000E+0003	 6.78826665280865E+0000
 1.00700000000000E+0003	 7.84915967280771E+0000
 1.00800000000000E+0003	 8.90420556192216E+0000
 1.00900000000000E+0003	 9.95345459111827E+0000
 1.01000000000000E+0003	 1.09968725798362E+0001
 1.01100000000000E+0003	 1.20344802014294E+0001
 1.01200000000000E+0003	 1.30662977930519E+0001
 1.01300000000000E+0003	 1.40923749282319E+0001
 1.01400000000000E+0003	 1.51133547355373E+0001
 1.01500000000000E+0003	 1.61317181907874E+0001
 1.01600000000000E+0003	 1.71533562080793E+0001
 1.01700000000000E+0003	 1.81866639354479E+0001
 1.01800000000000E+0003	 1.92390050267359E+0001
 1.01900000000000E+0003	 2.03139697374746E+0001
 1.02000000000000E+0003	 2.14127373338698E+0001
 1.02100000000000E+0003	 2.25354650277348E+0001
 1.02200000000000E+0003	 2.36822457396927E+0001
 1.02300000000000E+0003	 2.48530551472361E+0001
 1.02400000000000E+0003	 2.60479921969565E+0001
 1.02500000000000E+0003	 2.72669565185691E+0001
 1.02600000000000E+0003	 2.85101164174165E+0001
 1.02700000000000E+0003	 2.97774896672827E+0001
 1.02800000000000E+0003	 3.10688959045420E+0001
 1.02900000000000E+0003	 3.23845377483717E+0001
 1.03000000000000E+0003	 3.37244364487626E+0001
 1.03100000000000E+0003	 3.50884505530060E+0001
 1.03200000000000E+0003	 3.64749098400943E+0001
 1.03300000000000E+0003	 3.78779636595734E+0001
 1.03400000000000E+0003	 3.92839315952506E+0001
 1.03500000000000E+0003	 4.06740885462161E+0001
 1.03600000000000E+0003	 4.20333033195764E+0001
 1.03700000000000E+0003	 4.33542711774876E+0001
 1.03800000000000E+0003	 4.46346569024422E+0001
 1.03900000000000E+0003	 4.58742595670356E+0001
 1.04000000000000E+0003	 4.70728377811039E+0001
 1.04100000000000E+0003	 4.82305055222130E+0001
 1.04200000000000E+0003	 4.93471448047822E+0001
 1.04300000000000E+0003	 5.04225609002697E+0001
 1.04400000000000E+0003	 5.14567586801747E+0001
 1.04500000000000E+0003	 5.24499413653387E+0001
 1.04600000000000E+0003	 5.34014739644825E+0001
 1.04700000000000E+0003	 5.43117350882431E+0001
 1.04800000000000E+0003	 5.51807634297711E+0001
 1.04900000000000E+0003	 5.60088586010904E+0001
 1.05000000000000E+0003	 5.67980330845066E+0001
 1.05100000000000E+0003	 5.75575420275716E+0001
 1.05200000000000E+0003	 5.83083453400936E+0001
 1.05300000000000E+0003	 5.90801411717436E+0001
 1.05400000000000E+0003	 5.98984410624574E+0001
 1.05500000000000E+0003	 6.07753794639941E+0001
 1.05600000000000E+0003	 6.17150417063978E+0001
 1.05700000000000E+0003	 6.27184214558776E+0001
 1.05800000000000E+0003	 6.37849565099720E+0001
 1.05900000000000E+0003	 6.49145370660390E+0001
 1.06000000000000E+0003	 6.61086735648754E+0001
