 3.00000000000000E+0003	 0.00000000000000E+0000
 3.20000000000000E+0003	 7.49171628904783E+0003
 3.40000000000000E+0003	 1.65893070673816E+0004
 3.60000000000000E+0003	 2.81954877261634E+0004
 3.80000000000000E+0003	 4.39561454067683E+0004
 4.00000000000000E+0003	 6.81236766056099E+0004
 4.20000000000000E+0003	 1.00836843358410E+0005
 4.40000000000000E+0003	 1.37257331632547E+0005
 4.60000000000000E+0003	 1.74499287398301E+0005
 4.80000000000000E+0003	 2.10923629806046E+0005
 5.00000000000000E+0003	 2.43891877694788E+0005
