 1.00000000000000E+0003	 3.39588221244829E+0003
 1.00100000000000E+0003	 3.39699218685808E+0003
 1.00200000000000E+0003	 3.39809285112611E+0003
 1.00300000000000E+0003	 3.39918413248804E+0003
 1.00400000000000E+0003	 3.40026596535389E+0003
 1.00500000000000E+0003	 3.40133988234988E+0003
 1.00600000000000E+0003	 3.40240799774542E+0003
 1.00700000000000E+0003	 3.40347031066993E+0003
 1.00800000000000E+0003	 3.40452681599166E+0003
 1.00900000000000E+0003	 3.40557751110462E+0003
 1.01000000000000E+0003	 3.40662239918011E+0003
 1.01100000000000E+0003	 3.40766147282901E+0003
 1.01200000000000E+0003	 3.40869471879062E+0003
 1.01300000000000E+0003	 3.40972213703869E+0003
 1.01400000000000E+0003	 3.41074371997648E+0003
 1.01500000000000E+0003	 3.41175947858721E+0003
 1.01600000000000E+0003	 3.41276945691806E+0003
 1.01700000000000E+0003	 3.41379028334763E+0003
 1.01800000000000E+0003	 3.41483504798149E+0003
 1.01900000000000E+0003	 3.41590377508114E+0003
 1.02000000000000E+0003	 3.41699648416811E+0003
 1.02100000000000E+0003	 3.41811319819658E+0003
 1.02200000000000E+0003	 3.41925393807683E+0003
 1.02300000000000E+0003	 3.42041873438986E+0003
 1.02400000000000E+0003	 3.42160761093559E+0003
 1.02500000000000E+0003	 3.42282059344584E+0003
 1.02600000000000E+0003	 3.42405770716800E+0003
 1.02700000000000E+0003	 3.42531899729216E+0003
 1.02800000000000E+0003	 3.42660447309469E+0003
 1.02900000000000E+0003	 3.42791413573631E+0003
 1.03000000000000E+0003	 3.42924807281321E+0003
 1.03100000000000E+0003	 3.43060636890731E+0003
 1.03200000000000E+0003	 3.43198904561081E+0003
 1.03300000000000E+0003	 3.43339612939462E+0003
 1.03400000000000E+0003	 3.43482688115225E+0003
 1.03500000000000E+0003	 3.43624028243325E+0003
 1.03600000000000E+0003	 3.43761292068905E+0003
 1.03700000000000E+0003	 3.43894473966348E+0003
 1.03800000000000E+0003	 3.44023569453346E+0003
 1.03900000000000E+0003	 3.44148576944090E+0003
 1.04000000000000E+0003	 3.44269491925324E+0003
 1.04100000000000E+0003	 3.44386308948083E+0003
 1.04200000000000E+0003	 3.44499020388228E+0003
 1.04300000000000E+0003	 3.44607618555031E+0003
 1.04400000000000E+0003	 3.44712095037825E+0003
 1.04500000000000E+0003	 3.44812446169345E+0003
 1.04600000000000E+0003	 3.44908667559779E+0003
 1.04700000000000E+0003	 3.45000755649387E+0003
 1.04800000000000E+0003	 3.45088706648778E+0003
 1.04900000000000E+0003	 3.45172516755515E+0003
 1.05000000000000E+0003	 3.45252181265871E+0003
 1.05100000000000E+0003	 3.45327696556861E+0003
 1.05200000000000E+0003	 3.45399096711687E+0003
 1.05300000000000E+0003	 3.45472433763187E+0003
 1.05400000000000E+0003	 3.45552097274943E+0003
 1.05500000000000E+0003	 3.45638092950326E+0003
 1.05600000000000E+0003	 3.45730427186125E+0003
 1.05700000000000E+0003	 3.45829107631033E+0003
 1.05800000000000E+0003	 3.45934144695293E+0003
 1.05900000000000E+0003	 3.46045545099942E+0003
 1.06000000000000E+0003	 3.46163311755010E+0003
 1.06100000000000E+0003	 3.46287452018518E+0003
 1.06200000000000E+0003	 3.46417972473918E+0003
 1.06300000000000E+0003	 3.46554879348447E+0003
 1.06400000000000E+0003	 3.46698179200866E+0003
 1.06500000000000E+0003	 3.46847878572976E+0003
 1.06600000000000E+0003	 3.47003984775668E+0003
 1.06700000000000E+0003	 3.47166504505284E+0003
 1.06800000000000E+0003	 3.47335444637735E+0003
 1.06900000000000E+0003	 3.47510812019067E+0003
 1.07000000000000E+0003	 3.47692617077452E+0003
 1.07100000000000E+0003	 3.47877775206572E+0003
 1.07200000000000E+0003	 3.48061066420115E+0003
 1.07300000000000E+0003	 3.48242404591007E+0003
 1.07400000000000E+0003	 3.48421787944111E+0003
 1.07500000000000E+0003	 3.48599213807044E+0003
 1.07600000000000E+0003	 3.48774680268411E+0003
 1.07700000000000E+0003	 3.48948184676699E+0003
 1.07800000000000E+0003	 3.49119725192866E+0003
 1.07900000000000E+0003	 3.49289299590813E+0003
 1.08000000000000E+0003	 3.49456904909012E+0003
 1.08100000000000E+0003	 3.49622539023264E+0003
 1.08200000000000E+0003	 3.49786202901413E+0003
 1.08300000000000E+0003	 3.49947895474098E+0003
 1.08400000000000E+0003	 3.50107607525261E+0003
