 3.00000000000000E+0003	 5.89264478142051E+0005
 3.20000000000000E+0003	 7.74178506881713E+0005
 3.40000000000000E+0003	 9.99593143286738E+0005
 3.60000000000000E+0003	 1.28822734034779E+0006
 3.80000000000000E+0003	 1.68164099688338E+0006
 4.00000000000000E+0003	 2.28682580901408E+0006
 4.20000000000000E+0003	 3.10858282513337E+0006
 4.40000000000000E+0003	 4.02619760906763E+0006
 4.60000000000000E+0003	 4.96702529220983E+0006
 4.80000000000000E+0003	 5.88999574766224E+0006
 5.00000000000000E+0003	 6.72767476625666E+0006
