 3.00000000000000E+0003	 0.00000000000000E+0000
 3.20000000000000E+0003	 1.84914309591913E+0005
 3.40000000000000E+0003	 4.10328945975516E+0005
 3.60000000000000E+0003	 6.98963143017572E+0005
 3.80000000000000E+0003	 1.09237679953681E+0006
 4.00000000000000E+0003	 1.69756161165342E+0006
 4.20000000000000E+0003	 2.51931862776047E+0006
 4.40000000000000E+0003	 3.43693341168337E+0006
 4.60000000000000E+0003	 4.37776109481498E+0006
 4.80000000000000E+0003	 5.30073155025753E+0006
 5.00000000000000E+0003	 6.13841056884263E+0006
