Energy Num_Lines PIGE_Energy PIGE_Counts
1683.3 1 844 4.99516359347501
1685.3 1 844 6.87746774353633
1687.3 1 844 7.20549559824028
1689.3 1 844 7.22486818085136
1691.3 1 844 7.19043095217165
1693.3 1 844 6.97874189386914
1695.3 1 844 6.60795570392802
1697.3 1 844 6.15575291126688
1699.3 1 844 5.70074651620532
1701.3 1 844 5.31049990776313
1703.3 1 844 5.0184494823343
1705.3 1 844 4.82106096490742
1707.3 1 844 4.67470293784244
1709.3 1 844 4.48513752592465
1711.3 1 844 4.13873095430026
1713.3 1 844 3.59540075053297
1715.3 1 844 2.92405448018731
1717.3 1 844 2.23789310208533
1719.3 1 844 1.64476761963442
1721.3 1 844 1.20901047035873
1723.3 1 844 0.935491106252817
