Energy Num_Lines PIGE_Energy PIGE_Counts
1683.3 1 844 4.99625666546639
1685.3 1 844 6.88252062428089
1687.3 1 844 7.20743229180719
1689.3 1 844 7.22494186174353
1691.3 1 844 7.18876332127025
1693.3 1 844 6.97467340616413
1695.3 1 844 6.6026954292018
1697.3 1 844 6.15147600992418
1699.3 1 844 5.69895581176313
1701.3 1 844 5.31136462843134
1703.3 1 844 5.02100503988225
1705.3 1 844 4.82421796071313
1707.3 1 844 4.6773865702598
1709.3 1 844 4.48556187651084
1711.3 1 844 4.1346610522653
1713.3 1 844 3.58774104149422
1715.3 1 844 2.91688718101486
1717.3 1 844 2.23442559177481
1719.3 1 844 1.64560708194422
1721.3 1 844 1.21257146926442
1723.3 1 844 0.939735230341645
